"LVJA290O","20221105160827","01","P4","20221004","235900","1","FD006","06","","3","Q3TBR2JB","3","0005","A","2880021211","1","2880021212","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221011","091616","1","12107","1210700","1","1","022T3327","","0001","A","52159V1902","1","52159V1906","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221012","144001","1","FD002","02","1","1","TAM46452","1","0001","A","8511033441","1","8511033441","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221017","160718","1","FD010","10","1","1","MKS28946","1","0002","A","P51200KA3F","1","P51200KA3F","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221017","235900","1","FD008","08","","3","Q3SMP2JD","3","0030","A","8213CKKN50","1","8213CKKN50","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221019","173447","1","121AE","121AE00","3","3","22160212","3","","A","52159V1902","1","52159V1906","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221020","161649","1","12107","1210700","1","1","022T3518","","0002","A","52159V1902","1","52159V1906","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221026","113530","1","12223","1222300","1","1","022T3169","","0001","A","52159V1902","1","52159V1906","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221027","114048","1","94300","9430000","1","1","LNT05063","","0001","A","2880021211","1","2880021212","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221029","141133","1","94300","9430000","1","1","LNT05066","","0001","A","8710110010","1","8710110011","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221031","173626","1","12270","1227000","3","3","09743267","3","","A","52159V1902","1","52159V1906","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","071228","1","94100","9410000","1","1","LSS22464","","","A","8118548F61","1","8118548F61","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","072111","1","94300","9430000","1","1","LNT04987","","","A","9026904067","10","9026904067","+0000010","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","072316","1","94300","9430000","1","1","LNT05049","","","A","7463148041B0","1","7463148041B0","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","150033","1","FD003","03","1","1","BLP23022","1","0001","A","9030199175","1","9030199175","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","150033","1","FD003","03","1","1","BLP23022","1","0002","A","9030199178","1","9030199178","+0000001","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","173908","1","FD004","04","3","3","MD125600","3","0011","A","4881842020","2","4881842020","+0000002","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","173908","1","FD004","04","3","3","MD125600","3","0012","A","4881842020","2","4881842020","+0000002","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","173908","1","FD004","04","3","3","MD125600","3","0013","A","4881842020","2","4881842020","+0000002","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","173908","1","FD004","04","3","3","MD125600","3","0014","A","4881842020","2","4881842020","+0000002","","","","",""
"LVJA290O","20221105160827","01","P4","20221104","173909","1","FD004","04","3","3","MD125600","3","0010","A","4881842020","2","4881842020","+0000002","","","","",""
"LVJA290O","20221105160827","01","P9","20220607","173825","1","121AF","121AF00","3","3","22079718","3","","A","9031122017","6","9031122017","+0000006","+0000005","+0000000","+0000000","E1","SP1"
"LVJA290O","20221105160827","01","P9","20220608","174903","1","170P3","170P300","3","3","22078014","1","","A","413610K220","20","413610K220","+0000020","+0000005","+0000000","+0000000","E2","SP1"
"LVJA290O","20221105160827","01","P9","20220610","174818","1","121AF","121AF00","3","3","22082736","3","","A","17279E0010","6","17279E0010","+0000006","+0000005","+0000000","+0000000","E1","SP1"